Ranking (Top 100) for the queries in Queries.txt in the format:
query_id Q0 doc_id rank BM25_score system_name

hurricane isabel damage:

2 Q0 Central_Pacific_Hurricane_Center 86 2.5437898049358005 OkapiBM25NoStopNoStem
2 Q0 Atmospheric_sounding 87 2.534633774607381 OkapiBM25NoStopNoStem
2 Q0 Hurricane_Lili 88 2.5277420038027194 OkapiBM25NoStopNoStem
2 Q0 GWR_3031_Class 89 2.5240372304263907 OkapiBM25NoStopNoStem
2 Q0 Fiji_Meteorological_Service 90 2.522750641114429 OkapiBM25NoStopNoStem
2 Q0 Japan_Meteorological_Agency 91 2.5174691657530373 OkapiBM25NoStopNoStem
2 Q0 Tropical_cyclones_and_climate_change 92 2.511863738526562 OkapiBM25NoStopNoStem
2 Q0 Hurricane_Marilyn 93 2.502399720583379 OkapiBM25NoStopNoStem
2 Q0 Wind_shear 94 2.5002746806433267 OkapiBM25NoStopNoStem
2 Q0 Dropsonde 95 2.4899391893903893 OkapiBM25NoStopNoStem
2 Q0 Tropical_cyclone_warnings_and_watches 96 2.485628497935863 OkapiBM25NoStopNoStem
2 Q0 Atlantic_Oceanographic_and_Meteorological_Laboratory 97 2.4742692081794395 OkapiBM25NoStopNoStem
2 Q0 United_States_Naval_Research_Laboratory 98 2.438484405093041 OkapiBM25NoStopNoStem
2 Q0 Weather_satellite 99 2.4182345123393545 OkapiBM25NoStopNoStem
2 Q0 Earth%27s_rotation 100 2.413451686565226 OkapiBM25NoStopNoStem

green energy canada:

3 Q0 Turboprop 1 5.6398138875044035 OkapiBM25NoStopNoStem
3 Q0 Ontario 2 5.542718793104167 OkapiBM25NoStopNoStem
3 Q0 Weather_radar 3 5.0823985166008745 OkapiBM25NoStopNoStem
3 Q0 Taipei_101 4 5.047096447234488 OkapiBM25NoStopNoStem
3 Q0 Hydro-Qu%C3%A9bec 5 4.939142274811688 OkapiBM25NoStopNoStem
3 Q0 Mechanical_energy 6 4.850266342705144 OkapiBM25NoStopNoStem
3 Q0 United_States_Department_of_Energy 7 4.699081212386821 OkapiBM25NoStopNoStem
3 Q0 Hail 8 4.411602127153528 OkapiBM25NoStopNoStem
3 Q0 Hamilton,_Ontario 9 4.384721310272395 OkapiBM25NoStopNoStem
3 Q0 Atlantic_Canada 10 4.355399774120329 OkapiBM25NoStopNoStem
3 Q0 Air_pollution 11 4.338355026798524 OkapiBM25NoStopNoStem
3 Q0 Thermal_radiation 12 4.301498753812945 OkapiBM25NoStopNoStem
3 Q0 Climate 13 4.0751287443422175 OkapiBM25NoStopNoStem
3 Q0 Lake_Erie 14 3.9638723742646613 OkapiBM25NoStopNoStem
3 Q0 Michigan 15 3.932909802546135 OkapiBM25NoStopNoStem
3 Q0 Sensible_heat 16 3.8975294381793573 OkapiBM25NoStopNoStem
3 Q0 Maine 17 3.834150309280146 OkapiBM25NoStopNoStem
3 Q0 Hurricane_Sandy 18 3.8259051574338776 OkapiBM25NoStopNoStem
3 Q0 Pittsburgh 19 3.7959625276524984 OkapiBM25NoStopNoStem
3 Q0 New_England 20 3.7879259194211596 OkapiBM25NoStopNoStem
3 Q0 Tornado 21 3.7810080074408585 OkapiBM25NoStopNoStem
3 Q0 Angular_momentum 22 3.7614909417806626 OkapiBM25NoStopNoStem
3 Q0 Ocean 23 3.739175131273952 OkapiBM25NoStopNoStem
3 Q0 Romney,_Hythe_and_Dymchurch_Railway 24 3.6597989224200482 OkapiBM25NoStopNoStem
3 Q0 Japan 25 3.5981394967821143 OkapiBM25NoStopNoStem
3 Q0 1932_Bahamas_hurricane 26 3.57279483696762 OkapiBM25NoStopNoStem
3 Q0 Heat 27 3.5701198114125487 OkapiBM25NoStopNoStem
3 Q0 Materials_science 28 3.533424713382911 OkapiBM25NoStopNoStem
3 Q0 Flood 29 3.518667976052381 OkapiBM25NoStopNoStem
3 Q0 Infrared 30 3.4993109065474757 OkapiBM25NoStopNoStem
3 Q0 Canada 31 3.4981605246541956 OkapiBM25NoStopNoStem
3 Q0 Saint_Lawrence_River 32 3.4916560367126843 OkapiBM25NoStopNoStem
3 Q0 Lake_Ontario 33 3.482291051569889 OkapiBM25NoStopNoStem
